end_time,stagnant_time,provider,num_pickedup_LimeLime,num_pickedup_LimeBird,num_pickedup_BirdLime,num_pickedup_BirdBird
2019-06-14T14:56:50Z,1.37694444444444,Bird,0,0,31,28
2019-06-14T13:44:24Z,0.155555555555556,Bird,0,0,1,6
2019-06-14T14:08:30Z,0.555555555555556,Lime,8,14,0,0
2019-06-14T14:14:04Z,0.534722222222222,Bird,0,0,11,10
2019-06-14T14:12:59Z,0.493611111111111,Lime,9,8,0,0
2019-06-14T17:26:29Z,3.70972222222222,Lime,97,72,0,0
2019-06-14T15:13:14Z,1.43333333333333,Bird,0,0,35,30
2019-06-14T15:57:48Z,2.175,Bird,0,0,52,45
2019-06-14T16:41:53Z,2.89083333333333,Bird,0,0,73,61
2019-06-14T18:14:28Z,4.41666666666667,Lime,126,71,0,0
2019-06-15T10:43:52Z,20.9011111111111,Bird,0,0,207,111
2019-06-15T10:43:53Z,20.8997222222222,Bird,0,0,207,112
2019-06-14T13:59:42Z,0.133333333333333,Bird,0,0,3,6
2019-06-14T14:22:57Z,0.488055555555556,Bird,0,0,9,6
2019-06-14T19:16:10Z,5.36638888888889,Lime,159,70,0,0
2019-06-14T14:27:14Z,0.526111111111111,Lime,10,8,0,0
2019-06-15T12:13:14Z,22.2869444444444,Bird,0,0,221,143
2019-06-14T17:13:50Z,3.29277777777778,Lime,82,67,0,0
2019-06-14T19:34:17Z,5.61222222222222,Lime,170,65,0,0
2019-06-15T10:20:45Z,20.3861111111111,Bird,0,0,201,94
2019-06-14T19:01:04Z,5.05777777777778,Lime,153,65,0,0
2019-06-14T17:28:27Z,3.50805555555556,Lime,95,65,0,0
2019-06-14T16:48:45Z,2.83444444444444,Bird,0,0,71,58
2019-06-14T17:40:43Z,3.66972222222222,Bird,0,0,108,64
2019-06-14T14:48:29Z,0.758611111111111,Bird,0,0,18,10
2019-06-14T15:11:40Z,1.00666666666667,Lime,26,22,0,0
2019-06-14T14:57:03Z,0.759166666666667,Bird,0,0,22,15
2019-06-14T14:40:48Z,0.426111111111111,Lime,10,7,0,0
2019-06-14T16:59:37Z,2.73194444444444,Bird,0,0,68,63
2019-06-14T15:52:53Z,1.58055555555556,Bird,0,0,39,36
2019-06-14T14:58:02Z,0.638055555555556,Lime,21,16,0,0
2019-06-14T14:22:19Z,0.0208333333333333,Lime,0,0,0,0
2019-06-14T16:29:02Z,2.11,Lime,54,49,0,0
2019-06-14T16:46:02Z,2.29694444444444,Lime,58,50,0,0
2019-06-14T14:49:57Z,0.338055555555556,Lime,8,5,0,0
2019-06-14T17:55:25Z,3.40555555555556,Bird,0,0,106,57
2019-06-15T04:33:38Z,14.0386111111111,Bird,0,0,175,58
2019-06-14T14:56:57Z,0.299444444444444,Lime,10,8,0,0
2019-06-14T14:57:48Z,0.311666666666667,Lime,11,9,0,0
2019-06-14T17:32:52Z,2.845,Bird,0,0,85,56
2019-06-14T19:47:42Z,5.01444444444444,Lime,162,54,0,0
2019-06-15T05:04:35Z,14.2891666666667,Bird,0,0,170,57
2019-06-14T16:44:12Z,1.93138888888889,Bird,0,0,51,45
2019-06-14T14:53:53Z,0.0733333333333333,Lime,2,1,0,0
2019-06-14T17:39:16Z,2.77972222222222,Lime,83,52,0,0
2019-06-14T14:55:20Z,0.0172222222222222,Bird,0,0,1,0
2019-06-14T23:15:34Z,8.35416666666667,Bird,0,0,165,52
2019-06-14T16:35:00Z,1.6775,Bird,0,0,40,39
2019-06-15T09:24:30Z,18.4483333333333,Bird,0,0,172,62
2019-06-15T09:24:27Z,18.4472222222222,Bird,0,0,172,61
2019-06-14T17:57:41Z,3.00111111111111,Bird,0,0,93,48
2019-06-14T17:30:05Z,2.53861111111111,Lime,72,48,0,0
2019-06-14T15:23:16Z,0.4175,Bird,0,0,6,10
2019-06-14T15:39:32Z,0.677777777777778,Bird,0,0,8,14
2019-06-14T15:20:21Z,0.349722222222222,Bird,0,0,5,7
2019-06-14T16:00:45Z,1.01277777777778,Lime,22,21,0,0
2019-06-15T12:52:14Z,21.8669444444444,Bird,0,0,213,142
2019-06-14T21:06:53Z,6.10972222222222,Bird,0,0,161,46
2019-06-14T16:41:22Z,1.67166666666667,Bird,0,0,40,35
2019-06-14T19:10:59Z,4.15416666666667,Lime,129,46,0,0
2019-06-14T19:04:04Z,4.01972222222222,Lime,125,45,0,0
2019-06-15T11:49:08Z,20.7680555555556,Bird,0,0,183,106
2019-06-15T11:38:52Z,20.5966666666667,Bird,0,0,181,103
2019-06-15T16:41:41Z,25.6247222222222,Bird,0,0,303,268
2019-06-14T16:04:28Z,0.990833333333333,Lime,24,20,0,0
2019-06-14T21:13:49Z,6.09694444444444,Bird,0,0,160,42
2019-06-14T16:32:44Z,1.38527777777778,Bird,0,0,35,28
2019-06-14T16:52:10Z,1.68583333333333,Bird,0,0,42,36
2019-06-14T15:42:46Z,0.504166666666667,Lime,8,12,0,0
2019-06-14T15:32:40Z,0.28,Bird,0,0,5,6
2019-06-14T17:25:44Z,2.15416666666667,Lime,59,40,0,0
2019-06-14T15:40:00Z,0.390833333333333,Lime,5,9,0,0
2019-06-14T16:06:40Z,0.820277777777778,Bird,0,0,22,18
2019-06-14T21:20:00Z,6.01111111111111,Lime,157,40,0,0
2019-06-14T15:42:34Z,0.385,Lime,6,10,0,0
2019-06-14T15:51:56Z,0.536944444444444,Lime,11,12,0,0
2019-06-14T15:49:30Z,0.487777777777778,Lime,10,11,0,0
2019-06-14T20:26:28Z,4.93166666666667,Bird,0,0,153,35
2019-06-14T15:52:57Z,0.370555555555556,Lime,9,8,0,0
2019-06-14T16:31:11Z,0.985,Bird,0,0,28,20
2019-06-14T16:02:00Z,0.494444444444444,Bird,0,0,15,10
2019-06-14T16:16:31Z,0.71,Bird,0,0,23,16
2019-06-14T15:38:26Z,0.0413888888888889,Bird,0,0,0,2
2019-06-14T19:15:28Z,3.64055555555556,Lime,122,33,0,0
